,sentence,label,vader_score,vader_pred,textblob_score,textblob_pred,distilbert_pred,distilbert_conf
405,"outer-space buffs might love this film , but others will find its pleasures intermittent . ",0,0.7543,1,0.5,1,1,0.7707580327987671
407,more whiny downer than corruscating commentary . ,0,0.0,1,0.5,1,0,0.9990591406822205
408,"there are simply too many ideas floating around -- part farce , part sliding doors , part pop video -- and yet failing to exploit them . ",0,-0.7506,0,0.033333333333333326,1,0,0.9990696310997009
410,what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts . ,1,-0.4404,0,-0.20833333333333334,0,1,0.9994850158691406
411,"i do n't mind having my heartstrings pulled , but do n't treat me like a fool . ",0,-0.8556,0,0.0,1,1,0.936813473701477
419,i 'm just too bored to care . ,0,0.2732,1,-0.5,0,0,0.9997988343238831
420,"one of the more irritating cartoons you will see this , or any , year . ",0,-0.5095,0,0.04999999999999999,1,0,0.9989786148071289
422,"it moves quickly , adroitly , and without fuss ; it does n't give you time to reflect on the inanity -- and the cold war datedness -- of its premise . ",1,-0.5994,0,-0.13333333333333333,0,1,0.6455404162406921
423,i am sorry that i was unable to get the full brunt of the comedy . ,0,0.296,1,-0.21666666666666667,0,0,0.9996967315673828
425,"while the ideas about techno-saturation are far from novel , they 're presented with a wry dark humor . ",1,0.5267,1,-0.024999999999999994,0,1,0.9995916485786438
429,"the film 's hackneyed message is not helped by the thin characterizations , nonexistent plot and pretentious visual style . ",0,0.0,1,-0.2333333333333333,0,0,0.9997702240943909
431,should have been someone else - ,0,0.0,1,0.0,1,0,0.9992334842681885
432,coughs and sputters on its own postmodern conceit . ,0,0.0,1,0.6,1,0,0.9996868371963501
434,almost gags on its own gore . ,0,0.0,1,0.6,1,0,0.9941984415054321
436,"trite , banal , cliched , mostly inoffensive . ",0,-0.2023,0,0.1,1,0,0.99979168176651
438,"the movie has an infectious exuberance that will engage anyone with a passing interest in the skate/surf culture , the l.a. beach scene and the imaginative ( and sometimes illegal ) ways kids can make a playground out of the refuse of adults . ",1,-0.1027,0,0.04999999999999999,1,1,0.9995505213737488
440,"this is wild surreal stuff , but brilliant and the camera just kind of sits there and lets you look at this and its like you 're going from one room to the next and none of them have any relation to the other . ",1,0.8573,1,0.28750000000000003,1,0,0.7186486721038818
442,the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy . ,0,0.6932,1,-0.25,0,0,0.9965368509292603
444,"the last 20 minutes are somewhat redeeming , but most of the movie is the same teenage american road-trip drek we 've seen before - only this time you have to read the fart jokes ",0,0.3612,1,0.14285714285714285,1,0,0.9776001572608948
446,"with its dogged hollywood naturalism and the inexorable passage of its characters toward sainthood , windtalkers is nothing but a sticky-sweet soap . ",0,0.0,1,0.0,1,1,0.9910390973091125
448,"something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously . ",1,-0.2484,0,0.06666666666666667,1,1,0.7638488411903381
449,oh come on . ,0,0.0,1,0.0,1,1,0.9850856065750122
452,"it 's clear the filmmakers were n't sure where they wanted their story to go , and even more clear that they lack the skills to get us to this undetermined destination . ",0,0.3029,1,0.30000000000000004,1,0,0.999810516834259
454,"even on those rare occasions when the narrator stops yammering , miller 's hand often feels unsure . ",0,0.1531,1,0.3,1,0,0.9841540455818176
456,"sticky sweet sentimentality , clumsy plotting and a rosily myopic view of life in the wwii-era mississippi delta undermine this adaptation . ",0,0.4588,1,0.024999999999999994,1,0,0.9953475594520569
461,it 's too bad that the helping hand he uses to stir his ingredients is also a heavy one . ,0,0.2263,1,-0.44999999999999996,0,0,0.9998050332069397
462,"yes , dull . ",0,0.0,1,-0.2916666666666667,0,0,0.9997065663337708
464,intriguing documentary which is emotionally diluted by focusing on the story 's least interesting subject . ,1,-0.3089,0,0.05555555555555556,1,0,0.9228361248970032
465,"shaky close-ups of turkey-on-rolls , stubbly chins , liver spots , red noses and the filmmakers new bobbed do draw easy chuckles but lead nowhere . ",0,0.2617,1,0.0590909090909091,1,0,0.9952941536903381
467,"ramsay , as in ratcatcher , remains a filmmaker with an acid viewpoint and a real gift for teasing chilly poetry out of lives and settings that might otherwise seem drab and sordid . ",1,0.3818,1,-0.19999999999999998,0,1,0.9984164237976074
471,"adults will wish the movie were less simplistic , obvious , clumsily plotted and shallowly characterized . ",0,0.4019,1,-0.25999999999999995,0,0,0.999290943145752
474,the problem with this film is that it lacks focus . ,0,-0.4019,0,0.0,1,0,0.9997698664665222
477,a tv style murder mystery with a few big screen moments ( including one that seems to be made for a different film altogether ) . ,0,-0.6908,0,-0.06666666666666667,0,1,0.973214328289032
478,a by-the-numbers patient/doctor pic that covers all the usual ground ,0,0.0,1,-0.25,0,0,0.9543980360031128
484,"dazzling in its complexity , disturbing for its extraordinary themes , the piano teacher is a film that defies categorisation . ",1,-0.5106,0,0.19444444444444442,1,1,0.9998413324356079
485,a literate presentation that wonderfully weaves a murderous event in 1873 with murderous rage in 2002 . ,1,-0.8442,0,1.0,1,1,0.9997696280479431
486,the script is n't very good ; not even someone as gifted as hoffman ( the actor ) can make it work . ,0,-0.3865,0,0.705,1,0,0.9997274279594421
487,"( e ) ventually , every idea in this film is flushed down the latrine of heroism . ",0,0.5859,1,-0.15555555555555556,0,0,0.9977021813392639
489,"it 's dumb , but more importantly , it 's just not scary . ",0,0.689,1,0.19375,1,0,0.9995794892311096
490,detox is ultimately a pointless endeavor . ,0,0.0,1,-0.25,0,0,0.9998119473457336
491,"as a rumor of angels reveals itself to be a sudsy tub of supernatural hokum , not even ms. redgrave 's noblest efforts can redeem it from hopeless sentimentality . ",0,-0.2023,0,0.16666666666666666,1,0,0.999271810054779
494,"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . ",0,0.7888,1,0.35,1,1,0.9973713159561157
495,light years / several warp speeds / levels and levels of dilithium crystals better than the pitiful insurrection . ,1,-0.0772,0,0.3,1,1,0.9293975234031677
496,"it 's about following your dreams , no matter what your parents think . ",1,0.3871,1,0.0,1,0,0.8940743803977966
497,the overall effect is less like a children 's movie than a recruitment film for future hollywood sellouts . ,0,0.2975,1,-0.05555555555555555,0,0,0.5274286866188049
498,"anchored by friel and williams 's exceptional performances , the film 's power lies in its complexity . ",1,-0.4215,0,0.6666666666666666,1,1,0.9998123049736023
500,a sequel that 's much too big for its britches . ,0,0.0,1,0.1,1,0,0.9996989965438843
501,"harrison 's flowers puts its heart in the right place , but its brains are in no particular place at all . ",1,-0.0516,0,0.10119047619047619,1,0,0.9938428401947021
503,"dragonfly has no atmosphere , no tension -- nothing but costner , flailing away . ",0,-0.0307,0,0.0,1,0,0.9976988434791565
507,the minor figures surrounding ( bobby ) ... form a gritty urban mosaic . ,1,0.0,1,-0.016666666666666666,0,1,0.9996273517608643
511,lapaglia 's ability to convey grief and hope works with weaver 's sensitive reactions to make this a two-actor master class . ,1,0.25,1,-0.35000000000000003,0,1,0.9996827840805054
512,villeneuve spends too much time wallowing in bibi 's generic angst ( there are a lot of shots of her gazing out windows ) . ,0,0.0,1,0.1,1,0,0.9996101260185242
513,"care deftly captures the wonder and menace of growing up , but he never really embraces the joy of fuhrman 's destructive escapism or the grace-in-rebellion found by his characters . ",0,0.1143,1,0.17500000000000002,1,0,0.8949102759361267
514,"this is an egotistical endeavor from the daughter of horror director dario argento ( a producer here ) , but her raw performance and utter fearlessness make it strangely magnetic . ",1,-0.3634,0,-0.09358974358974359,0,1,0.9996110796928406
515,"if looking for a thrilling sci-fi cinematic ride , do n't settle for this imposter . ",0,0.4767,1,0.125,1,0,0.9972249269485474
516,plays like a volatile and overlong w magazine fashion spread . ,0,0.5423,1,0.0,1,0,0.9995408058166504
517,"not far beneath the surface , this reconfigured tale asks disturbing questions about those things we expect from military epics . ",1,-0.5106,0,-0.21666666666666667,0,1,0.9876601099967957
519,moretti 's compelling anatomy of grief and the difficult process of adapting to loss . ,0,-0.7269,0,-0.3333333333333333,0,1,0.9993867874145508
521,"comes off like a rejected abc afterschool special , freshened up by the dunce of a screenwriting 101 class . ",0,0.2263,1,0.35714285714285715,1,0,0.999537467956543
522,"it has its moments of swaggering camaraderie , but more often just feels generic , derivative and done to death . ",0,-0.7469,0,0.25,1,0,0.9996582269668579
523,a romantic comedy enriched by a sharp eye for manners and mores . ,1,0.6369,1,-0.0625,0,1,0.9998592138290405
526,it 's a bit disappointing that it only manages to be decent instead of dead brilliant . ,0,-0.5719,0,0.053333333333333344,1,0,0.9993784427642822
527,it has all the excitement of eating oatmeal . ,0,0.4939,1,0.0,1,0,0.5353562831878662
528,"it haunts , horrifies , startles and fascinates ; it is impossible to look away . ",1,-0.5267,0,-0.6666666666666666,0,1,0.9985213875770569
531,"( t ) here 's only so much anyone can do with a florid , overplotted , anne rice rock 'n' roll vampire novel before the built-in silliness of the whole affair defeats them . ",0,-0.2263,0,0.13333333333333333,1,0,0.99934321641922
532,"for anyone unfamiliar with pentacostal practices in general and theatrical phenomenon of hell houses in particular , it 's an eye-opener . ",1,-0.6808,0,0.07222222222222223,1,1,0.9987462759017944
536,"a disappointment for those who love alternate versions of the bard , particularly ones that involve deep fryers and hamburgers . ",0,0.2263,1,0.013333333333333336,1,0,0.9997900128364563
537,"a simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past . ",1,-0.7096,0,0.0625,1,1,0.9998428821563721
539,do not see this film . ,0,0.0,1,0.0,1,0,0.986850917339325
542,there 's no emotional pulse to solaris . ,0,-0.1139,0,0.0,1,0,0.999314546585083
543,"for each chuckle there are at least 10 complete misses , many coming from the amazingly lifelike tara reid , whose acting skills are comparable to a cardboard cutout . ",0,0.2023,1,0.12000000000000002,1,0,0.98982834815979
544,"although huppert 's intensity and focus has a raw exhilaration about it , the piano teacher is anything but fun . ",0,0.6652,1,0.0346153846153846,1,1,0.9996566772460938
545,"from the opening scenes , it 's clear that all about the benjamins is a totally formulaic movie . ",0,0.3818,1,0.049999999999999996,1,0,0.9997683167457581
546,"on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness . ",1,-0.7351,0,-0.25,0,0,0.9648331999778748
547,"the film is based on truth and yet there is something about it that feels incomplete , as if the real story starts just around the corner . ",0,0.3182,1,0.2,1,0,0.9983831644058228
548,"i 've always dreamed of attending cannes , but after seeing this film , it 's not that big a deal . ",0,0.0,1,0.0,1,0,0.9974736571311951
551,nothing in waking up in reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay . ,0,0.4939,1,0.5,1,0,0.9992125034332275
554,it treats women like idiots . ,0,0.3612,1,-0.8,0,0,0.9989352822303772
555,"... plot holes so large and obvious a marching band might as well be stomping through them in clown clothes , playing a college football fight song on untuned instruments . ",0,0.0772,1,0.10714285714285714,1,0,0.9997122883796692
556,but it 's too long and too convoluted and it ends in a muddle . ,0,0.0,1,-0.05,0,0,0.9997071623802185
559,"if the first men in black was money , the second is small change . ",0,0.0,1,-0.041666666666666664,0,0,0.9972752928733826
560,do n't be fooled by the impressive cast list - eye see you is pure junk . ,0,0.6688,1,0.6071428571428571,1,0,0.9983021020889282
561,"another one of those estrogen overdose movies like `` divine secrets of the ya ya sisterhood , '' except that the writing , acting and character development are a lot better . ",1,0.8402,1,0.25,1,0,0.9938803911209106
562,scorsese does n't give us a character worth giving a damn about . ,0,0.1531,1,0.3,1,0,0.9997510313987732
564,the plot convolutions ultimately add up to nothing more than jerking the audience 's chain . ,0,0.0,1,0.25,1,0,0.9995219707489014
568,"it does nothing new with the old story , except to show fisticuffs in this sort of stop-go slow motion that makes the gang rumbles look like they 're being streamed over a 28k modem . ",0,0.3612,1,-0.021212121212121227,0,0,0.9969381093978882
571,"passable entertainment , but it 's the kind of motion picture that wo n't make much of a splash when it 's released , and will not be remembered long afterwards . ",0,0.2263,1,0.25,1,0,0.9986740350723267
572,the film 's tone and pacing are off almost from the get-go . ,0,0.0,1,0.0,1,0,0.9996926784515381
574,"a broad , melodramatic estrogen opera that 's pretty toxic in its own right . ",0,0.4939,1,0.2995535714285714,1,0,0.9995643496513367
575,"( director ) o'fallon manages to put some lovely pictures up on the big screen , but his skill at telling a story -- he also contributed to the screenplay -- falls short . ",0,0.34,1,0.16666666666666666,1,0,0.9960464835166931
576,"offers very little genuine romance and even fewer laughs ... a sad sitcom of a movie , largely devoid of charm . ",0,0.7495,1,-0.06875,0,0,0.9997960925102234
577,"though only 60 minutes long , the film is packed with information and impressions . ",1,0.2263,1,-0.025,0,1,0.9997939467430115
578,just not campy enough ,0,0.0,1,0.0,1,0,0.9985822439193726
579,"every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency . ",0,0.5719,1,0.35,1,1,0.9889905452728271
580,"it takes a certain kind of horror movie to qualify as ` worse than expected , ' but ghost ship somehow manages to do exactly that . ",0,-0.7003,0,0.11285714285714285,1,0,0.988889217376709
582,"despite all evidence to the contrary , this clunker has somehow managed to pose as an actual feature movie , the kind that charges full admission and gets hyped on tv and purports to amuse small children and ostensible adults . ",0,0.6124,1,0.175,1,0,0.9941979646682739
583,it 's just filler . ,0,0.0,1,0.0,1,0,0.9968373775482178
584,a hamfisted romantic comedy that makes our girl the hapless facilitator of an extended cheap shot across the mason-dixon line . ,0,0.4215,1,-0.06666666666666665,0,0,0.9974529147148132
585,"one of those pictures whose promising , if rather precious , premise is undercut by amateurish execution . ",0,0.7506,1,0.09999999999999998,1,0,0.9997910857200623
586,"the humor is n't as sharp , the effects not as innovative , nor the story as imaginative as in the original . ",0,0.2486,1,0.3375,1,0,0.9997325539588928
589,if your taste runs to ` difficult ' films you absolutely ca n't miss it . ,1,-0.2004,0,-0.15,0,1,0.9956886172294617
592,zaidan 's script has barely enough plot to string the stunts together and not quite enough characterization to keep the faces straight . ,0,0.2263,1,0.06666666666666667,1,0,0.9997233748435974
595,"all the amped-up tony hawk-style stunts and thrashing rap-metal ca n't disguise the fact that , really , we 've been here , done that . ",0,0.1877,1,0.2,1,0,0.9400904774665833
596,"the director knows how to apply textural gloss , but his portrait of sex-as-war is strictly sitcom . ",0,0.0,1,0.0,1,0,0.9953542947769165
597,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it . ",0,0.7992,1,0.15833333333333333,1,0,0.9986529350280762
601,fancy a real downer ? ,0,0.0,1,0.2,1,0,0.9890725016593933
602,"instead , he shows them the respect they are due . ",1,0.4767,1,-0.125,0,1,0.9995918869972229
604,vera 's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them . ,0,0.34,1,-0.09722222222222222,0,1,0.9795752167701721
606,makes for a pretty unpleasant viewing experience . ,0,0.0258,1,-0.19999999999999996,0,0,0.9993359446525574
607,ahhhh ... revenge is sweet ! ,1,-0.1759,0,0.4375,1,1,0.9979972243309021
609,"nine queens is not only than a frighteningly capable debut and genre piece , but also a snapshot of a dangerous political situation on the verge of coming to a head . ",1,-0.6597,0,-0.09999999999999999,0,1,0.9975911378860474
610,like you could n't smell this turkey rotting from miles away . ,0,0.3612,1,0.0,1,0,0.9893556237220764
612,davis ... is so enamored of her own creation that she ca n't see how insufferable the character is . ,0,0.2732,1,0.6,1,1,0.9881315231323242
614,"against all odds in heaven and hell , it creeped me out just fine . ",1,-0.128,0,0.4166666666666667,1,1,0.9997125267982483
615,"as the latest bid in the tv-to-movie franchise game , i spy makes its big-screen entry with little of the nervy originality of its groundbreaking small-screen progenitor . ",0,0.0,1,-0.029166666666666674,0,0,0.9991917014122009
617,"the so-inept - it 's - surreal dubbing ( featuring the voices of glenn close , regis philbin and breckin meyer ) brings back memories of cheesy old godzilla flicks . ",0,0.0,1,-0.0375,0,0,0.6274769902229309
618,"without non-stop techno or the existential overtones of a kieslowski morality tale , maelström is just another winter sleepers . ",0,0.0,1,0.0,1,0,0.9522452354431152
626,this flick is about as cool and crowd-pleasing as a documentary can get . ,1,0.3182,1,0.175,1,0,0.9124583005905151
630,a taut psychological thriller that does n't waste a moment of its two-hour running time . ,1,0.4082,1,-0.1,0,1,0.9987382292747498
631,burns never really harnesses to full effect the energetic cast . ,0,0.4404,1,0.25,1,0,0.9994687438011169
635,or emptying rat traps . ,0,-0.1531,0,0.0,1,0,0.9993413090705872
637,the piquant story needs more dramatic meat on its bones . ,0,0.0,1,0.033333333333333326,1,0,0.9996744394302368
639,indifferently implausible popcorn programmer of a movie . ,0,0.0,1,0.0,1,0,0.999735414981842
643,"the jabs it employs are short , carefully placed and dead-center . ",1,0.128,1,-0.05,0,1,0.5921348929405212
645,"the words , ` frankly , my dear , i do n't give a damn , ' have never been more appropriate . ",0,0.5938,1,0.5,1,0,0.9320179224014282
646,"the longer the movie goes , the worse it gets , but it 's actually pretty good in the first few minutes . ",0,0.7964,1,0.11999999999999997,1,1,0.9996240139007568
647,too much of the humor falls flat . ,0,0.2732,1,0.08750000000000001,1,0,0.999805748462677
650,"too slow , too long and too little happens . ",0,0.0,1,-0.1791666666666667,0,0,0.9994574189186096
653,"a lackluster , unessential sequel to the classic disney adaptation of j.m. barrie 's peter pan . ",0,0.0,1,0.16666666666666666,1,0,0.9997612833976746
654,a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left . ,0,0.7783,1,0.10416666666666667,1,0,0.9997170567512512
656,"so much facile technique , such cute ideas , so little movie . ",1,0.4588,1,0.128125,1,0,0.9740116596221924
657,"expect the same-old , lame-old slasher nonsense , just with different scenery . ",0,-0.4019,0,0.0,1,0,0.9992838501930237
659,chabrol has taken promising material for a black comedy and turned it instead into a somber chamber drama . ,0,0.34,1,0.016666666666666677,1,0,0.9975568056106567
662,there 's not enough here to justify the almost two hours . ,0,0.0,1,0.0,1,0,0.9997205138206482
664,"the film is beautifully mounted , but , more to the point , the issues are subtly presented , managing to walk a fine line with regard to the question of joan 's madness . ",1,-0.0772,0,0.3583333333333334,1,1,0.9996380805969238
665,"and if you 're not nearly moved to tears by a couple of scenes , you 've got ice water in your veins . ",1,-0.2263,0,-0.05,0,1,0.9989057779312134
667,"good film , but very glum . ",1,-0.5632,0,0.44999999999999996,1,0,0.8458435535430908
668,there are plot holes big enough for shamu the killer whale to swim through . ,0,-0.6486,0,0.0,1,0,0.9990180730819702
670,verbinski implements every hack-artist trick to give us the ooky-spookies . ,0,-0.0516,0,0.0,1,0,0.9320518374443054
672,"in all , this is a watchable movie that 's not quite the memorable experience it might have been . ",0,0.0,1,0.5,1,0,0.9990735054016113
673,"drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why . ",1,0.0,1,0.41666666666666663,1,0,0.9415315985679626
675,slick piece of cross-promotion . ,1,0.0,1,-0.25,0,1,0.9998400211334229
678,"the movie is n't just hilarious : it 's witty and inventive , too , and in hindsight , it is n't even all that dumb . ",1,-0.6765,0,0.28125,1,1,0.9995887875556946
681,( a ) shapeless blob of desperate entertainment . ,0,0.128,1,-0.4,0,0,0.9996752738952637
682,"in the end , the movie collapses on its shaky foundation despite the best efforts of director joe carnahan . ",0,-0.7556,0,0.33333333333333337,1,0,0.9997732043266296
683,true tale of courage -- and complicity -- at auschwitz is a harrowing drama that tries to tell of the unspeakable . ,1,0.7184,1,0.12499999999999999,1,0,0.6912533640861511
684,"a study in shades of gray , offering itself up in subtle plot maneuvers ... ",1,0.0,1,-0.3333333333333333,0,1,0.9888730645179749
685,no screen fantasy-adventure in recent memory has the showmanship of clones ' last 45 minutes . ,1,-0.296,0,0.0,1,0,0.9987063407897949
687,"this is a shameless sham , calculated to cash in on the popularity of its stars . ",0,0.1779,1,-0.2,0,0,0.9996422529220581
688,"if you 've ever entertained the notion of doing what the title of this film implies , what sex with strangers actually shows may put you off the idea forever . ",0,0.4019,1,0.0,1,0,0.9797782897949219
689,"once the 50 year old benigni appears as the title character , we find ourselves longing for the block of wood to come back . ",0,-0.4588,0,0.05,1,0,0.9932149648666382
691,"an effectively creepy , fear-inducing ( not fear-reducing ) film from japanese director hideo nakata , who takes the superstitious curse on chain letters and actually applies it . ",1,-0.1531,0,-0.16666666666666666,0,1,0.9991255402565002
692,"sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects , not the least of which is rebecca romijn-stamos . ",0,0.2023,1,-0.13333333333333333,0,1,0.9440358281135559
694,no aspirations to social import inform the movie version . ,0,-0.296,0,0.03333333333333333,1,0,0.9989622831344604
695,"sit through this one , and you wo n't need a magic watch to stop time ; your dvd player will do it for you . ",0,-0.296,0,0.5,1,1,0.9991727471351624
699,"... routine , harmless diversion and little else . ",1,0.25,1,-0.1875,0,0,0.9933887720108032
701,"even the finest chef ca n't make a hotdog into anything more than a hotdog , and robert de niro ca n't make this movie anything more than a trashy cop buddy comedy . ",0,0.3612,1,0.5,1,0,0.9943331480026245
702,"the reality of the new live-action pinocchio he directed , cowrote and starred in borders on the grotesque . ",0,0.0,1,-0.20681818181818185,0,1,0.9856662154197693
704,a bloated gasbag thesis grotesquely impressed by its own gargantuan aura of self-importance ... ,0,0.4767,1,0.5166666666666667,1,1,0.8487033843994141
706,how do you spell cliché ? ,0,0.0,1,0.0,1,0,0.9995800852775574
709,i thought my own watch had stopped keeping time as i slogged my way through clockstoppers . ,0,-0.2263,0,0.6,1,0,0.9997586607933044
711,overall the film feels like a low-budget tv pilot that could not find a buyer to play it on the tube . ,0,0.5994,1,0.0,1,0,0.9998146891593933
712,they should have called it gutterball . ,0,0.0,1,0.0,1,0,0.9987515211105347
713,corpus collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in . ,0,0.8519,1,0.65,1,0,0.9991082549095154
716,"wince-inducing dialogue , thrift-shop costumes , prosthetic makeup by silly putty and kmart blue-light-special effects all conspire to test trekkie loyalty . ",0,0.5574,1,-0.5,0,0,0.9982489347457886
719,"whaley 's determination to immerse you in sheer , unrelenting wretchedness is exhausting . ",0,0.0516,1,-0.2,0,0,0.9992291927337646
722,"too restrained to be a freak show , too mercenary and obvious to be cerebral , too dull and pretentious to be engaging ... the isle defies an easy categorization . ",0,-0.0772,0,0.04833333333333334,1,0,0.999313235282898
724,it 's everything you do n't go to the movies for . ,0,0.0,1,0.0,1,1,0.9986807703971863
728,"but taken as a stylish and energetic one-shot , the queen of the damned can not be said to suck . ",1,-0.5267,0,0.5,1,1,0.9909154772758484
731,but what are adults doing in the theater at all ? ,0,0.0,1,0.0,1,0,0.9969719648361206
733,"the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves . ",0,0.2023,1,-0.09999999999999998,0,0,0.7921592593193054
734,this is n't even madonna 's swept away . ,0,0.0,1,0.0,1,0,0.9415948987007141
735,the experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not . ,0,0.765,1,0.5,1,1,0.9761391282081604
736,american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ,0,0.7269,1,0.0,1,1,0.996390163898468
741,but it still jingles in the pocket . ,1,0.0,1,0.0,1,0,0.9016797542572021
743,"you really have to wonder how on earth anyone , anywhere could have thought they 'd make audiences guffaw with a script as utterly diabolical as this . ",0,0.0,1,0.1,1,0,0.9826732873916626
745,made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . ,0,-0.5423,0,0.0,1,0,0.9997593760490417
748,"and when you 're talking about a slapstick comedy , that 's a pretty big problem . ",0,0.4588,1,0.125,1,0,0.9991971850395203
749,a working class `` us vs. them '' opera that leaves no heartstring untugged and no liberal cause unplundered . ,1,-0.5267,0,0.0,1,0,0.9724524021148682
751,one long string of cliches . ,0,0.0,1,-0.05,0,0,0.9997945427894592
752,like watching a dress rehearsal the week before the show goes up : everything 's in place but something 's just a little off-kilter . ,0,0.1901,1,-0.1875,0,0,0.9990329742431641
756,something like scrubbing the toilet . ,0,0.3612,1,-0.03333333333333333,0,0,0.9975244402885437
757,there 's enough melodrama in this magnolia primavera to make pta proud yet director muccino 's characters are less worthy of puccini than they are of daytime television . ,0,0.6915,1,0.13333333333333336,1,0,0.9918105602264404
759,"if there 's one thing this world needs less of , it 's movies about college that are written and directed by people who could n't pass an entrance exam . ",0,0.0,1,-0.16666666666666666,0,0,0.9948683977127075
760,"writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . ",1,-0.4854,0,0.1,1,0,0.9431849718093872
764,"movie fans , get ready to take off ... the other direction . ",0,0.3612,1,0.037500000000000006,1,1,0.9968509078025818
765,not an objectionable or dull film ; it merely lacks everything except good intentions . ,0,0.0516,1,-0.030555555555555596,0,0,0.9987861514091492
766,"while its careful pace and seemingly opaque story may not satisfy every moviegoer 's appetite , the film 's final scene is soaringly , transparently moving . ",1,-0.2216,0,-0.05,0,1,0.9992901086807251
770,i do n't think i laughed out loud once . ,0,-0.357,0,0.39999999999999997,1,1,0.8525188565254211
771,"very special effects , brilliantly bold colors and heightened reality ca n't hide the giant achilles ' heel in `` stuart little 2 `` : there 's just no story , folks . ",0,0.8364,1,0.15252976190476192,1,1,0.9910667538642883
774,"when the film ended , i felt tired and drained and wanted to lie on my own deathbed for a while . ",0,-0.6597,0,0.09999999999999998,1,0,0.9994418025016785
775,not really bad so much as distasteful : we need kidnapping suspense dramas right now like we need doomsday thrillers . ,0,0.2184,1,0.04523809523809521,1,0,0.9218111634254456
776,"as ` chick flicks ' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting . ",0,0.4588,1,0.01666666666666668,1,0,0.999808132648468
779,"prurient playthings aside , there 's little to love about this english trifle . ",0,0.6022,1,0.10416666666666667,1,0,0.9994930028915405
781,at once half-baked and overheated . ,0,0.0,1,0.0,1,0,0.9994660019874573
786,the film makes a fatal mistake : it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life . ,0,0.4329,1,-0.12499999999999997,0,0,0.9974557757377625
787,a valueless kiddie paean to pro basketball underwritten by the nba . ,0,0.0,1,0.0,1,0,0.9966379404067993
790,that 's a cheat . ,0,-0.4588,0,0.0,1,0,0.9993927478790283
791,"it 's somewhat clumsy and too lethargically paced -- but its story about a mysterious creature with psychic abilities offers a solid build-up , a terrific climax , and some nice chills along the way . ",0,0.9052,1,0.06666666666666667,1,1,0.9997914433479309
797,"it 's not original , and , robbed of the element of surprise , it does n't have any huge laughs in its story of irresponsible cops who love to play pranks . ",0,0.7249,1,0.23749999999999996,1,0,0.9997898936271667
798,"though moonlight mile is replete with acclaimed actors and actresses and tackles a subject that 's potentially moving , the movie is too predictable and too self-conscious to reach a level of high drama . ",0,0.0258,1,-0.05166666666666667,0,0,0.9993869066238403
800,"for all its technical virtuosity , the film is so mired in juvenile and near-xenophobic pedagogy that it 's enough to make one pine for the day when godard can no longer handle the rigors of filmmaking . ",0,0.2263,1,-0.08333333333333333,0,0,0.9970431923866272
801,"this film seems thirsty for reflection , itself taking on adolescent qualities . ",0,0.0,1,0.0,1,0,0.9851696491241455
802,this nickleby thing might have more homosexual undertones than an eddie murphy film . ,0,0.0,1,0.5,1,0,0.9880467653274536
805,"irwin is a man with enough charisma and audacity to carry a dozen films , but this particular result is ultimately held back from being something greater . ",0,0.5023,1,0.13333333333333333,1,0,0.6510828733444214
809,"a lean , deftly shot , well-acted , weirdly retro thriller that recalls a raft of '60s and '70s european-set spy pictures . ",1,-0.2023,0,0.04999999999999999,1,1,0.9998615980148315
812,this surreal gilliam-esque film is also a troubling interpretation of ecclesiastes . ,1,-0.5423,0,0.25,1,1,0.9598649144172668
813,i can take infantile humor ... but this is the sort of infantile that makes you wonder about changing the director and writer 's diapers . ,0,0.1406,1,-0.4,0,0,0.6244631409645081
814,"this piece of channel 5 grade trash is , quite frankly , an insult to the intelligence of the true genre enthusiast . ",0,0.6249,1,0.35,1,0,0.9997583031654358
